UF,ID_MN_RESI,SEMANA,2022,NU_ANO,SEM_PRI,DATA,MUNICIPIO,REGSAUDE
AC,120033,2,15.808610423143806,2022,202202,2022-01-09,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,3,5.269536807714602,2022,202203,2022-01-16,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,4,15.808610423143806,2022,202204,2022-01-23,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,7,84.31258892343364,2022,202207,2022-02-13,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,8,47.42583126943141,2022,202208,2022-02-20,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,9,10.539073615429205,2022,202209,2022-02-27,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,10,47.42583126943141,2022,202210,2022-03-06,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,11,47.42583126943141,2022,202211,2022-03-13,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,12,36.88675765400222,2022,202212,2022-03-20,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,13,21.07814723085841,2022,202213,2022-03-27,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,14,21.07814723085841,2022,202214,2022-04-03,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,15,15.808610423143806,2022,202215,2022-04-10,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,17,15.808610423143806,2022,202217,2022-04-24,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,18,26.34768403857301,2022,202218,2022-05-01,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,19,31.61722084628761,2022,202219,2022-05-08,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,20,26.34768403857301,2022,202220,2022-05-15,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120034,2,21.14388413151496,2022,202202,2022-01-09,Manoel Urbano,Baixo Acre e Purus
AC,120034,3,10.57194206575748,2022,202203,2022-01-16,Manoel Urbano,Baixo Acre e Purus
AC,120034,5,10.57194206575748,2022,202205,2022-01-30,Manoel Urbano,Baixo Acre e Purus
AC,120034,7,21.14388413151496,2022,202207,2022-02-13,Manoel Urbano,Baixo Acre e Purus
AC,120034,14,10.57194206575748,2022,202214,2022-04-03,Manoel Urbano,Baixo Acre e Purus
AC,120035,1,5.300259712725924,2022,202201,2022-01-02,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,2,15.90077913817777,2022,202202,2022-01-09,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,4,26.501298563629614,2022,202204,2022-01-23,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,5,42.40207770180739,2022,202205,2022-01-30,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,7,5.300259712725924,2022,202207,2022-02-13,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,8,21.201038850903696,2022,202208,2022-02-20,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,9,47.70233741453331,2022,202209,2022-02-27,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,10,31.80155827635554,2022,202210,2022-03-06,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,11,37.10181798908146,2022,202211,2022-03-13,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,12,26.501298563629614,2022,202212,2022-03-20,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,13,26.501298563629614,2022,202213,2022-03-27,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,14,37.10181798908146,2022,202214,2022-04-03,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,15,21.201038850903696,2022,202215,2022-04-10,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,16,53.00259712725924,2022,202216,2022-04-17,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,17,26.501298563629614,2022,202217,2022-04-24,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,18,84.80415540361479,2022,202218,2022-05-01,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,19,121.90597339269624,2022,202219,2022-05-08,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120035,20,53.00259712725924,2022,202220,2022-05-15,Marechal Thaumaturgo,Juruá e Tarauacá/Envira
AC,120038,4,5.060472648145337,2022,202204,2022-01-23,Plácido de Castro,Baixo Acre e Purus
AC,120038,5,5.060472648145337,2022,202205,2022-01-30,Plácido de Castro,Baixo Acre e Purus
AC,120039,2,16.691704223001167,2022,202202,2022-01-09,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,6,16.691704223001167,2022,202206,2022-02-06,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,8,16.691704223001167,2022,202208,2022-02-20,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,9,8.345852111500584,2022,202209,2022-02-27,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,10,8.345852111500584,2022,202210,2022-03-06,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,11,41.72926055750292,2022,202211,2022-03-13,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,12,41.72926055750292,2022,202212,2022-03-20,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,13,41.72926055750292,2022,202213,2022-03-27,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,14,41.72926055750292,2022,202214,2022-04-03,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,15,75.11266900350526,2022,202215,2022-04-10,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,16,8.345852111500584,2022,202216,2022-04-17,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,17,33.383408446002335,2022,202217,2022-04-24,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,18,16.691704223001167,2022,202218,2022-05-01,Porto Walter,Juruá e Tarauacá/Envira
AC,120039,19,41.72926055750292,2022,202219,2022-05-08,Porto Walter,Juruá e Tarauacá/Envira
AC,120040,1,0.9820312826065074,2022,202201,2022-01-02,Rio Branco,Baixo Acre e Purus
AC,120040,2,0.7365234619548806,2022,202202,2022-01-09,Rio Branco,Baixo Acre e Purus
AC,120040,3,0.2455078206516268,2022,202203,2022-01-16,Rio Branco,Baixo Acre e Purus
AC,120040,4,1.7185547445613882,2022,202204,2022-01-23,Rio Branco,Baixo Acre e Purus
AC,120040,5,1.4730469239097612,2022,202205,2022-01-30,Rio Branco,Baixo Acre e Purus
AC,120040,6,1.7185547445613882,2022,202206,2022-02-06,Rio Branco,Baixo Acre e Purus
AC,120040,7,2.4550782065162684,2022,202207,2022-02-13,Rio Branco,Baixo Acre e Purus
AC,120040,8,1.9640625652130148,2022,202208,2022-02-20,Rio Branco,Baixo Acre e Purus
AC,120040,9,1.9640625652130148,2022,202209,2022-02-27,Rio Branco,Baixo Acre e Purus
AC,120040,10,2.4550782065162684,2022,202210,2022-03-06,Rio Branco,Baixo Acre e Purus
AC,120040,11,3.6826173097744026,2022,202211,2022-03-13,Rio Branco,Baixo Acre e Purus
AC,120040,12,1.2275391032581342,2022,202212,2022-03-20,Rio Branco,Baixo Acre e Purus
AC,120040,13,1.2275391032581342,2022,202213,2022-03-27,Rio Branco,Baixo Acre e Purus
AC,120040,14,2.209570385864642,2022,202214,2022-04-03,Rio Branco,Baixo Acre e Purus
AC,120040,15,2.7005860271678954,2022,202215,2022-04-10,Rio Branco,Baixo Acre e Purus
AC,120040,16,2.4550782065162684,2022,202216,2022-04-17,Rio Branco,Baixo Acre e Purus
AC,120040,17,3.191601668471149,2022,202217,2022-04-24,Rio Branco,Baixo Acre e Purus
AC,120040,18,5.646679874987417,2022,202218,2022-05-01,Rio Branco,Baixo Acre e Purus
AC,120040,19,4.910156413032537,2022,202219,2022-05-08,Rio Branco,Baixo Acre e Purus
AC,120040,20,0.9820312826065074,2022,202220,2022-05-15,Rio Branco,Baixo Acre e Purus
AC,120042,1,84.52192287374538,2022,202201,2022-01-02,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,2,10.565240359218173,2022,202202,2022-01-09,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,3,10.565240359218173,2022,202203,2022-01-16,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,4,47.543581616481774,2022,202204,2022-01-23,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,5,42.26096143687269,2022,202205,2022-01-30,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,6,79.2393026941363,2022,202206,2022-02-06,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,7,63.39144215530904,2022,202207,2022-02-13,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,8,26.413100898045432,2022,202208,2022-02-20,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,9,58.10882197569995,2022,202209,2022-02-27,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,10,63.39144215530904,2022,202210,2022-03-06,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,11,116.2176439513999,2022,202211,2022-03-13,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,12,42.26096143687269,2022,202212,2022-03-20,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,13,31.69572107765452,2022,202213,2022-03-27,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,14,10.565240359218173,2022,202214,2022-04-03,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,15,21.130480718436345,2022,202215,2022-04-10,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,16,21.130480718436345,2022,202216,2022-04-17,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,17,10.565240359218173,2022,202217,2022-04-24,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,18,21.130480718436345,2022,202218,2022-05-01,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120042,19,5.282620179609086,2022,202219,2022-05-08,Rodrigues Alves,Juruá e Tarauacá/Envira
AC,120045,16,8.686587908269631,2022,202216,2022-04-17,Senador Guiomard,Baixo Acre e Purus
AC,120045,18,8.686587908269631,2022,202218,2022-05-01,Senador Guiomard,Baixo Acre e Purus
AC,120045,19,8.686587908269631,2022,202219,2022-05-08,Senador Guiomard,Baixo Acre e Purus
AC,120050,1,15.267841563426977,2022,202201,2022-01-02,Sena Madureira,Baixo Acre e Purus
AC,120050,2,43.62240446693421,2022,202202,2022-01-09,Sena Madureira,Baixo Acre e Purus
AC,120050,3,56.70912580701448,2022,202203,2022-01-16,Sena Madureira,Baixo Acre e Purus
AC,120050,4,41.44128424358751,2022,202204,2022-01-23,Sena Madureira,Baixo Acre e Purus
AC,120050,5,54.52800558366777,2022,202205,2022-01-30,Sena Madureira,Baixo Acre e Purus
AC,120050,6,56.70912580701448,2022,202206,2022-02-06,Sena Madureira,Baixo Acre e Purus
AC,120050,7,74.15808759378817,2022,202207,2022-02-13,Sena Madureira,Baixo Acre e Purus
AC,120050,8,45.80352469028092,2022,202208,2022-02-20,Sena Madureira,Baixo Acre e Purus
AC,120050,9,13.086721340080263,2022,202209,2022-02-27,Sena Madureira,Baixo Acre e Purus
AC,120050,10,10.905601116733552,2022,202210,2022-03-06,Sena Madureira,Baixo Acre e Purus
AC,120050,11,10.905601116733552,2022,202211,2022-03-13,Sena Madureira,Baixo Acre e Purus
AC,120050,12,15.267841563426977,2022,202212,2022-03-20,Sena Madureira,Baixo Acre e Purus
AC,120050,13,17.448961786773687,2022,202213,2022-03-27,Sena Madureira,Baixo Acre e Purus
AC,120050,14,34.897923573547374,2022,202214,2022-04-03,Sena Madureira,Baixo Acre e Purus
AC,120050,15,8.724480893386843,2022,202215,2022-04-10,Sena Madureira,Baixo Acre e Purus
AC,120050,16,8.724480893386843,2022,202216,2022-04-17,Sena Madureira,Baixo Acre e Purus
AC,120050,17,23.99232245681382,2022,202217,2022-04-24,Sena Madureira,Baixo Acre e Purus
AC,120050,18,10.905601116733552,2022,202218,2022-05-01,Sena Madureira,Baixo Acre e Purus
AC,120050,19,6.5433606700401326,2022,202219,2022-05-08,Sena Madureira,Baixo Acre e Purus
AC,120060,2,7.047713017125943,2022,202202,2022-01-09,Tarauacá,Juruá e Tarauacá/Envira
AC,120060,3,11.746188361876571,2022,202203,2022-01-16,Tarauacá,Juruá e Tarauacá/Envira
AC,120060,4,2.349237672375314,2022,202204,2022-01-23,Tarauacá,Juruá e Tarauacá/Envira
AC,120060,5,2.349237672375314,2022,202205,2022-01-30,Tarauacá,Juruá e Tarauacá/Envira
AC,120060,7,2.349237672375314,2022,202207,2022-02-13,Tarauacá,Juruá e Tarauacá/Envira
AC,120060,9,2.349237672375314,2022,202209,2022-02-27,Tarauacá,Juruá e Tarauacá/Envira
AC,120060,10,9.396950689501256,2022,202210,2022-03-06,Tarauacá,Juruá e Tarauacá/Envira
AC,120060,11,2.349237672375314,2022,202211,2022-03-13,Tarauacá,Juruá e Tarauacá/Envira
AC,120060,12,4.698475344750628,2022,202212,2022-03-20,Tarauacá,Juruá e Tarauacá/Envira
AC,120060,13,4.698475344750628,2022,202213,2022-03-27,Tarauacá,Juruá e Tarauacá/Envira
AC,120070,2,31.05107902499612,2022,202202,2022-01-09,Xapuri,Alto Acre
AC,120070,3,5.175179837499353,2022,202203,2022-01-16,Xapuri,Alto Acre
AC,120070,4,5.175179837499353,2022,202204,2022-01-23,Xapuri,Alto Acre
AC,120070,5,10.350359674998709,2022,202205,2022-01-30,Xapuri,Alto Acre
AC,120070,7,5.175179837499353,2022,202207,2022-02-13,Xapuri,Alto Acre
AC,120070,9,15.525539512498058,2022,202209,2022-02-27,Xapuri,Alto Acre
AC,120070,10,10.350359674998709,2022,202210,2022-03-06,Xapuri,Alto Acre
AC,120070,13,5.175179837499353,2022,202213,2022-03-27,Xapuri,Alto Acre
AC,120070,16,10.350359674998709,2022,202216,2022-04-17,Xapuri,Alto Acre
AC,120070,17,5.175179837499353,2022,202217,2022-04-24,Xapuri,Alto Acre
AC,120070,18,10.350359674998709,2022,202218,2022-05-01,Xapuri,Alto Acre
AC,120070,19,10.350359674998709,2022,202219,2022-05-08,Xapuri,Alto Acre
AC,120070,20,5.175179837499353,2022,202220,2022-05-15,Xapuri,Alto Acre
AC,120080,1,10.808473843493298,2022,202201,2022-01-02,Porto Acre,Baixo Acre e Purus
AC,120080,3,5.404236921746649,2022,202203,2022-01-16,Porto Acre,Baixo Acre e Purus
AC,120080,8,5.404236921746649,2022,202208,2022-02-20,Porto Acre,Baixo Acre e Purus
AC,120080,14,5.404236921746649,2022,202214,2022-04-03,Porto Acre,Baixo Acre e Purus
AC,120080,17,5.404236921746649,2022,202217,2022-04-24,Porto Acre,Baixo Acre e Purus
AL,270020,16,17.098888572242807,2022,202216,2022-04-17,Anadia,5ª Região de Saúde
AL,270020,17,85.49444286121403,2022,202217,2022-04-24,Anadia,5ª Região de Saúde
AL,270020,20,11.39925904816187,2022,202220,2022-05-15,Anadia,5ª Região de Saúde
AL,270030,2,0.8630100929030365,2022,202202,2022-01-09,Arapiraca,7ª Região de Saúde
AL,270030,3,0.8630100929030365,2022,202203,2022-01-16,Arapiraca,7ª Região de Saúde
AL,270030,4,0.8630100929030365,2022,202204,2022-01-23,Arapiraca,7ª Região de Saúde
AL,270030,7,0.4315050464515182,2022,202207,2022-02-13,Arapiraca,7ª Região de Saúde
AL,270030,8,0.8630100929030365,2022,202208,2022-02-20,Arapiraca,7ª Região de Saúde
AL,270030,9,0.8630100929030365,2022,202209,2022-02-27,Arapiraca,7ª Região de Saúde
AL,270030,11,1.2945151393545549,2022,202211,2022-03-13,Arapiraca,7ª Região de Saúde
AL,270030,13,1.726020185806073,2022,202213,2022-03-27,Arapiraca,7ª Região de Saúde
AL,270030,14,1.2945151393545549,2022,202214,2022-04-03,Arapiraca,7ª Região de Saúde
AL,270030,15,3.452040371612146,2022,202215,2022-04-10,Arapiraca,7ª Região de Saúde
AL,270030,16,4.315050464515182,2022,202216,2022-04-17,Arapiraca,7ª Região de Saúde
AL,270030,17,7.33558578967581,2022,202217,2022-04-24,Arapiraca,7ª Região de Saúde
AL,270030,18,9.493111021933402,2022,202218,2022-05-01,Arapiraca,7ª Região de Saúde
AL,270030,19,16.828696811609213,2022,202219,2022-05-08,Arapiraca,7ª Região de Saúde
AL,270030,20,2.5890302787091097,2022,202220,2022-05-15,Arapiraca,7ª Região de Saúde
AL,270040,2,2.119317579739324,2022,202202,2022-01-09,Atalaia,4ª Região de Saúde
AL,270040,3,4.238635159478648,2022,202203,2022-01-16,Atalaia,4ª Região de Saúde
AL,270040,4,2.119317579739324,2022,202204,2022-01-23,Atalaia,4ª Região de Saúde
AL,270040,12,10.59658789869662,2022,202212,2022-03-20,Atalaia,4ª Região de Saúde
AL,270040,13,14.835223058175266,2022,202213,2022-03-27,Atalaia,4ª Região de Saúde
AL,270040,14,44.5056691745258,2022,202214,2022-04-03,Atalaia,4ª Região de Saúde
AL,270040,15,46.62498675426513,2022,202215,2022-04-10,Atalaia,4ª Região de Saúde
AL,270040,16,65.69884497191904,2022,202216,2022-04-17,Atalaia,4ª Região de Saúde
AL,270040,17,23.312493377132565,2022,202217,2022-04-24,Atalaia,4ª Região de Saúde
AL,270040,18,6.357952739217971,2022,202218,2022-05-01,Atalaia,4ª Região de Saúde
AL,270040,19,6.357952739217971,2022,202219,2022-05-08,Atalaia,4ª Região de Saúde
AL,270050,11,6.276675872457946,2022,202211,2022-03-13,Barra de Santo Antônio,1ª Região de Saúde
AL,270060,12,12.01634222542658,2022,202212,2022-03-20,Barra de São Miguel,1ª Região de Saúde
AL,270060,13,36.04902667627974,2022,202213,2022-03-27,Barra de São Miguel,1ª Região de Saúde
AL,270060,14,60.0817111271329,2022,202214,2022-04-03,Barra de São Miguel,1ª Região de Saúde
AL,270060,15,60.0817111271329,2022,202215,2022-04-10,Barra de São Miguel,1ª Região de Saúde
AL,270060,16,228.31050228310505,2022,202216,2022-04-17,Barra de São Miguel,1ª Região de Saúde
AL,270060,17,204.27781783225183,2022,202217,2022-04-24,Barra de São Miguel,1ª Região de Saúde
AL,270060,18,192.2614756068253,2022,202218,2022-05-01,Barra de São Miguel,1ª Região de Saúde
AL,270060,19,144.19610670511895,2022,202219,2022-05-08,Barra de São Miguel,1ª Região de Saúde
AL,270060,20,120.1634222542658,2022,202220,2022-05-15,Barra de São Miguel,1ª Região de Saúde
AL,270070,15,5.484861781483107,2022,202215,2022-04-10,Batalha,7ª Região de Saúde
AL,270070,19,5.484861781483107,2022,202219,2022-05-08,Batalha,7ª Região de Saúde
AL,270080,18,23.02025782688766,2022,202218,2022-05-01,Belém,8ª Região de Saúde
AL,270100,19,7.331109563432426,2022,202219,2022-05-08,Boca da Mata,5ª Região de Saúde
AL,270100,20,10.996664345148638,2022,202220,2022-05-15,Boca da Mata,5ª Região de Saúde
AL,270110,3,28.58776443682104,2022,202203,2022-01-16,Branquinha,3ª Região de Saúde
AL,270110,9,28.58776443682104,2022,202209,2022-02-27,Branquinha,3ª Região de Saúde
AL,270110,10,19.05850962454736,2022,202210,2022-03-06,Branquinha,3ª Região de Saúde
AL,270110,11,9.52925481227368,2022,202211,2022-03-13,Branquinha,3ª Região de Saúde
