UF,ID_MN_RESI,SEMANA,2021,2022,NU_ANO,SEM_PRI,DATA,MUNICIPIO,REGSAUDE
AC,120001,1,72.10277923439958,0,2022,202201,,Acrelândia,Baixo Acre e Purus
AC,120001,2,144.20555846879915,0,2022,202202,,Acrelândia,Baixo Acre e Purus
AC,120001,3,117.9863660199266,0,2022,202203,,Acrelândia,Baixo Acre e Purus
AC,120001,4,163.86995280545358,0,2022,202204,,Acrelândia,Baixo Acre e Purus
AC,120001,5,163.86995280545358,0,2022,202205,,Acrelândia,Baixo Acre e Purus
AC,120001,6,52.43838489774515,0,2022,202206,,Acrelândia,Baixo Acre e Purus
AC,120001,7,52.43838489774515,0,2022,202207,,Acrelândia,Baixo Acre e Purus
AC,120001,8,32.77399056109072,0,2022,202208,,Acrelândia,Baixo Acre e Purus
AC,120001,9,26.219192448872576,0,2022,202209,,Acrelândia,Baixo Acre e Purus
AC,120001,10,58.993183009963296,0,2022,202210,,Acrelândia,Baixo Acre e Purus
AC,120001,11,45.88358678552701,0,2022,202211,,Acrelândia,Baixo Acre e Purus
AC,120001,12,45.88358678552701,0,2022,202212,,Acrelândia,Baixo Acre e Purus
AC,120001,13,19.664394336654432,0,2022,202213,,Acrelândia,Baixo Acre e Purus
AC,120001,14,26.219192448872576,0,2022,202214,,Acrelândia,Baixo Acre e Purus
AC,120001,15,26.219192448872576,0,2022,202215,,Acrelândia,Baixo Acre e Purus
AC,120001,17,32.77399056109072,0,2022,202217,,Acrelândia,Baixo Acre e Purus
AC,120001,18,6.554798112218144,0,2022,202218,,Acrelândia,Baixo Acre e Purus
AC,120001,19,13.109596224436288,0,2022,202219,,Acrelândia,Baixo Acre e Purus
AC,120001,20,6.554798112218144,0,2022,202220,,Acrelândia,Baixo Acre e Purus
AC,120001,21,6.554798112218144,0,2022,202221,,Acrelândia,Baixo Acre e Purus
AC,120001,22,13.109596224436288,0,2022,202222,,Acrelândia,Baixo Acre e Purus
AC,120001,23,6.554798112218144,0,2022,202223,,Acrelândia,Baixo Acre e Purus
AC,120001,24,6.554798112218144,0,2022,202224,,Acrelândia,Baixo Acre e Purus
AC,120001,25,6.554798112218144,0,2022,202225,,Acrelândia,Baixo Acre e Purus
AC,120001,34,6.554798112218144,0,2022,202234,,Acrelândia,Baixo Acre e Purus
AC,120001,49,6.554798112218144,0,2022,202249,,Acrelândia,Baixo Acre e Purus
AC,120001,53,19.664394336654432,0,2022,202253,,Acrelândia,Baixo Acre e Purus
AC,120005,1,215.72064176890925,0,2022,202201,,Assis Brasil,Alto Acre
AC,120005,2,377.5111230955912,0,2022,202202,,Assis Brasil,Alto Acre
AC,120005,3,256.16826210057974,0,2022,202203,,Assis Brasil,Alto Acre
AC,120005,4,148.3079412161251,0,2022,202204,,Assis Brasil,Alto Acre
AC,120005,5,107.86032088445462,0,2022,202205,,Assis Brasil,Alto Acre
AC,120005,6,175.27302143723878,0,2022,202206,,Assis Brasil,Alto Acre
AC,120005,7,94.3777807738978,0,2022,202207,,Assis Brasil,Alto Acre
AC,120005,8,80.89524066334097,0,2022,202208,,Assis Brasil,Alto Acre
AC,120005,9,242.68572199002293,0,2022,202209,,Assis Brasil,Alto Acre
AC,120005,10,148.3079412161251,0,2022,202210,,Assis Brasil,Alto Acre
AC,120005,11,148.3079412161251,0,2022,202211,,Assis Brasil,Alto Acre
AC,120005,12,121.34286099501146,0,2022,202212,,Assis Brasil,Alto Acre
AC,120005,13,161.79048132668194,0,2022,202213,,Assis Brasil,Alto Acre
AC,120005,14,94.3777807738978,0,2022,202214,,Assis Brasil,Alto Acre
AC,120005,15,94.3777807738978,0,2022,202215,,Assis Brasil,Alto Acre
AC,120005,16,215.72064176890925,0,2022,202216,,Assis Brasil,Alto Acre
AC,120005,17,94.3777807738978,0,2022,202217,,Assis Brasil,Alto Acre
AC,120005,18,94.3777807738978,0,2022,202218,,Assis Brasil,Alto Acre
AC,120005,19,121.34286099501146,0,2022,202219,,Assis Brasil,Alto Acre
AC,120005,20,26.965080221113656,0,2022,202220,,Assis Brasil,Alto Acre
AC,120005,21,67.41270055278414,0,2022,202221,,Assis Brasil,Alto Acre
AC,120005,22,26.965080221113656,0,2022,202222,,Assis Brasil,Alto Acre
AC,120005,23,53.93016044222731,0,2022,202223,,Assis Brasil,Alto Acre
AC,120005,25,13.482540110556828,0,2022,202225,,Assis Brasil,Alto Acre
AC,120005,27,13.482540110556828,0,2022,202227,,Assis Brasil,Alto Acre
AC,120005,28,13.482540110556828,0,2022,202228,,Assis Brasil,Alto Acre
AC,120005,29,13.482540110556828,0,2022,202229,,Assis Brasil,Alto Acre
AC,120005,30,26.965080221113656,0,2022,202230,,Assis Brasil,Alto Acre
AC,120005,31,13.482540110556828,0,2022,202231,,Assis Brasil,Alto Acre
AC,120005,32,26.965080221113656,0,2022,202232,,Assis Brasil,Alto Acre
AC,120005,34,13.482540110556828,0,2022,202234,,Assis Brasil,Alto Acre
AC,120005,35,80.89524066334097,0,2022,202235,,Assis Brasil,Alto Acre
AC,120005,36,26.965080221113656,0,2022,202236,,Assis Brasil,Alto Acre
AC,120005,37,40.447620331670485,0,2022,202237,,Assis Brasil,Alto Acre
AC,120005,38,40.447620331670485,0,2022,202238,,Assis Brasil,Alto Acre
AC,120005,39,40.447620331670485,0,2022,202239,,Assis Brasil,Alto Acre
AC,120005,40,107.86032088445462,0,2022,202240,,Assis Brasil,Alto Acre
AC,120005,41,107.86032088445462,0,2022,202241,,Assis Brasil,Alto Acre
AC,120005,42,121.34286099501146,0,2022,202242,,Assis Brasil,Alto Acre
AC,120005,43,229.2031818794661,0,2022,202243,,Assis Brasil,Alto Acre
AC,120005,44,256.16826210057974,0,2022,202244,,Assis Brasil,Alto Acre
AC,120005,45,148.3079412161251,0,2022,202245,,Assis Brasil,Alto Acre
AC,120005,46,229.2031818794661,0,2022,202246,,Assis Brasil,Alto Acre
AC,120005,47,283.1333423216934,0,2022,202247,,Assis Brasil,Alto Acre
AC,120005,48,67.41270055278414,0,2022,202248,,Assis Brasil,Alto Acre
AC,120005,53,67.41270055278414,0,2022,202253,,Assis Brasil,Alto Acre
AC,120010,1,182.6623030672045,0,2022,202201,,Brasiléia,Alto Acre
AC,120010,2,102.74754547530252,0,2022,202202,,Brasiléia,Alto Acre
AC,120010,3,98.94208082806912,0,2022,202203,,Brasiléia,Alto Acre
AC,120010,4,102.74754547530252,0,2022,202204,,Brasiléia,Alto Acre
AC,120010,5,106.55301012253597,0,2022,202205,,Brasiléia,Alto Acre
AC,120010,6,98.94208082806912,0,2022,202206,,Brasiléia,Alto Acre
AC,120010,7,95.13661618083567,0,2022,202207,,Brasiléia,Alto Acre
AC,120010,8,38.05464647233427,0,2022,202208,,Brasiléia,Alto Acre
AC,120010,9,45.665575766801126,0,2022,202209,,Brasiléia,Alto Acre
AC,120010,10,49.47104041403456,0,2022,202210,,Brasiléia,Alto Acre
AC,120010,11,22.832787883400563,0,2022,202211,,Brasiléia,Alto Acre
AC,120010,12,34.24918182510085,0,2022,202212,,Brasiléia,Alto Acre
AC,120010,13,26.638252530633988,0,2022,202213,,Brasiléia,Alto Acre
AC,120010,14,19.02732323616713,0,2022,202214,,Brasiléia,Alto Acre
AC,120010,15,19.02732323616713,0,2022,202215,,Brasiléia,Alto Acre
AC,120010,16,38.05464647233427,0,2022,202216,,Brasiléia,Alto Acre
AC,120010,17,15.22185858893371,0,2022,202217,,Brasiléia,Alto Acre
AC,120010,18,3.805464647233428,0,2022,202218,,Brasiléia,Alto Acre
AC,120010,19,3.805464647233428,0,2022,202219,,Brasiléia,Alto Acre
AC,120010,20,3.805464647233428,0,2022,202220,,Brasiléia,Alto Acre
AC,120010,21,3.805464647233428,0,2022,202221,,Brasiléia,Alto Acre
AC,120010,22,11.416393941700282,0,2022,202222,,Brasiléia,Alto Acre
AC,120010,23,3.805464647233428,0,2022,202223,,Brasiléia,Alto Acre
AC,120010,24,7.610929294466855,0,2022,202224,,Brasiléia,Alto Acre
AC,120010,27,3.805464647233428,0,2022,202227,,Brasiléia,Alto Acre
AC,120010,29,3.805464647233428,0,2022,202229,,Brasiléia,Alto Acre
AC,120010,34,3.805464647233428,0,2022,202234,,Brasiléia,Alto Acre
AC,120010,36,3.805464647233428,0,2022,202236,,Brasiléia,Alto Acre
AC,120010,41,3.805464647233428,0,2022,202241,,Brasiléia,Alto Acre
AC,120010,42,7.610929294466855,0,2022,202242,,Brasiléia,Alto Acre
AC,120010,43,3.805464647233428,0,2022,202243,,Brasiléia,Alto Acre
AC,120010,46,7.610929294466855,0,2022,202246,,Brasiléia,Alto Acre
AC,120010,48,15.22185858893371,0,2022,202248,,Brasiléia,Alto Acre
AC,120010,49,26.638252530633988,0,2022,202249,,Brasiléia,Alto Acre
AC,120010,50,19.02732323616713,0,2022,202250,,Brasiléia,Alto Acre
AC,120010,51,19.02732323616713,0,2022,202251,,Brasiléia,Alto Acre
AC,120010,53,72.30382829743512,0,2022,202253,,Brasiléia,Alto Acre
AC,120013,1,126.63159945451004,0,2022,202201,,Bujari,Baixo Acre e Purus
AC,120013,2,107.14981492304696,0,2022,202202,,Bujari,Baixo Acre e Purus
AC,120013,3,107.14981492304696,0,2022,202203,,Bujari,Baixo Acre e Purus
AC,120013,4,87.66803039158387,0,2022,202204,,Bujari,Baixo Acre e Purus
AC,120013,5,77.92713812585232,0,2022,202205,,Bujari,Baixo Acre e Purus
AC,120013,6,68.18624586012079,0,2022,202206,,Bujari,Baixo Acre e Purus
AC,120013,7,77.92713812585232,0,2022,202207,,Bujari,Baixo Acre e Purus
AC,120013,8,116.89070718877848,0,2022,202208,,Bujari,Baixo Acre e Purus
AC,120013,9,48.70446132865771,0,2022,202209,,Bujari,Baixo Acre e Purus
AC,120013,10,107.14981492304696,0,2022,202210,,Bujari,Baixo Acre e Purus
AC,120013,11,19.48178453146308,0,2022,202211,,Bujari,Baixo Acre e Purus
AC,120013,12,9.74089226573154,0,2022,202212,,Bujari,Baixo Acre e Purus
AC,120013,13,9.74089226573154,0,2022,202213,,Bujari,Baixo Acre e Purus
AC,120013,14,19.48178453146308,0,2022,202214,,Bujari,Baixo Acre e Purus
AC,120013,15,9.74089226573154,0,2022,202215,,Bujari,Baixo Acre e Purus
AC,120013,16,9.74089226573154,0,2022,202216,,Bujari,Baixo Acre e Purus
AC,120013,17,9.74089226573154,0,2022,202217,,Bujari,Baixo Acre e Purus
AC,120013,18,9.74089226573154,0,2022,202218,,Bujari,Baixo Acre e Purus
AC,120013,22,9.74089226573154,0,2022,202222,,Bujari,Baixo Acre e Purus
AC,120013,23,9.74089226573154,0,2022,202223,,Bujari,Baixo Acre e Purus
AC,120013,53,29.22267679719462,0,2022,202253,,Bujari,Baixo Acre e Purus
AC,120017,1,17.04593880507969,0,2022,202201,,Capixaba,Baixo Acre e Purus
AC,120017,2,51.13781641523907,0,2022,202202,,Capixaba,Baixo Acre e Purus
AC,120017,3,119.32157163555782,0,2022,202203,,Capixaba,Baixo Acre e Purus
AC,120017,4,68.18375522031876,0,2022,202204,,Capixaba,Baixo Acre e Purus
AC,120017,5,93.7526634279383,0,2022,202205,,Capixaba,Baixo Acre e Purus
AC,120017,6,42.61484701269922,0,2022,202206,,Capixaba,Baixo Acre e Purus
AC,120017,7,42.61484701269922,0,2022,202207,,Capixaba,Baixo Acre e Purus
AC,120017,8,59.66078581777891,0,2022,202208,,Capixaba,Baixo Acre e Purus
AC,120017,9,68.18375522031876,0,2022,202209,,Capixaba,Baixo Acre e Purus
AC,120017,10,42.61484701269922,0,2022,202210,,Capixaba,Baixo Acre e Purus
AC,120017,11,68.18375522031876,0,2022,202211,,Capixaba,Baixo Acre e Purus
AC,120017,12,8.522969402539845,0,2022,202212,,Capixaba,Baixo Acre e Purus
AC,120017,13,8.522969402539845,0,2022,202213,,Capixaba,Baixo Acre e Purus
AC,120017,15,8.522969402539845,0,2022,202215,,Capixaba,Baixo Acre e Purus
AC,120017,20,8.522969402539845,0,2022,202220,,Capixaba,Baixo Acre e Purus
AC,120017,32,17.04593880507969,0,2022,202232,,Capixaba,Baixo Acre e Purus
AC,120017,38,8.522969402539845,0,2022,202238,,Capixaba,Baixo Acre e Purus
AC,120017,40,8.522969402539845,0,2022,202240,,Capixaba,Baixo Acre e Purus
AC,120017,46,8.522969402539845,0,2022,202246,,Capixaba,Baixo Acre e Purus
AC,120017,52,17.04593880507969,0,2022,202252,,Capixaba,Baixo Acre e Purus
AC,120017,53,42.61484701269922,0,2022,202253,,Capixaba,Baixo Acre e Purus
AC,120020,1,40.73504118765276,0,2022,202201,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,2,53.18185932832444,0,2022,202202,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,3,36.20892550013578,0,2022,202203,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,4,44.12962795329048,0,2022,202204,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,5,29.419751968860325,0,2022,202205,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,6,35.07739657825654,0,2022,202206,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,7,52.050330406445184,0,2022,202207,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,8,36.20892550013578,0,2022,202208,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,9,38.47198334389427,0,2022,202209,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,10,37.34045442201503,0,2022,202210,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,11,35.07739657825654,0,2022,202211,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,12,21.49904951570562,0,2022,202212,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,13,20.367520593826377,0,2022,202213,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,14,19.235991671947136,0,2022,202214,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,15,16.972933828188648,0,2022,202215,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,16,23.762107359464107,0,2022,202216,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,17,11.315289218792431,0,2022,202217,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,18,11.315289218792431,0,2022,202218,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,19,11.315289218792431,0,2022,202219,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,20,14.709875984430164,0,2022,202220,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,21,6.789173531275459,0,2022,202221,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,22,5.657644609396216,0,2022,202222,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,23,11.315289218792431,0,2022,202223,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,24,13.578347062550918,0,2022,202224,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,25,5.657644609396216,0,2022,202225,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,26,7.920702453154703,0,2022,202226,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,27,3.394586765637729,0,2022,202227,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,28,3.394586765637729,0,2022,202228,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,29,4.526115687516973,0,2022,202229,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,30,5.657644609396216,0,2022,202230,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,31,4.526115687516973,0,2022,202231,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,32,3.394586765637729,0,2022,202232,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,33,4.526115687516973,0,2022,202233,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,34,6.789173531275459,0,2022,202234,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,35,9.052231375033946,0,2022,202235,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,36,5.657644609396216,0,2022,202236,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,37,1.1315289218792433,0,2022,202237,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,38,1.1315289218792433,0,2022,202238,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,39,11.315289218792431,0,2022,202239,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,40,16.972933828188648,0,2022,202240,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,41,16.972933828188648,0,2022,202241,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,42,38.47198334389427,0,2022,202242,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,43,33.945867656377295,0,2022,202243,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,44,19.235991671947136,0,2022,202244,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,45,38.47198334389427,0,2022,202245,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,46,36.20892550013578,0,2022,202246,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,47,35.07739657825654,0,2022,202247,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,48,50.91880148456595,0,2022,202248,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,49,36.20892550013578,0,2022,202249,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,50,42.99809903141124,0,2022,202250,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,51,64.49714854711686,0,2022,202251,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,52,5.657644609396216,0,2022,202252,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120020,53,16.972933828188648,0,2022,202253,,Cruzeiro do Sul,Juruá e Tarauacá/Envira
AC,120025,1,211.829884308294,0,2022,202201,,Epitaciolândia,Alto Acre
AC,120025,2,146.6514583672804,0,2022,202202,,Epitaciolândia,Alto Acre
AC,120025,3,92.33610341643582,0,2022,202203,,Epitaciolândia,Alto Acre
AC,120025,4,65.17842594101353,0,2022,202204,,Epitaciolândia,Alto Acre
AC,120025,5,76.04149693118245,0,2022,202205,,Epitaciolândia,Alto Acre
AC,120025,6,65.17842594101353,0,2022,202206,,Epitaciolândia,Alto Acre
AC,120025,7,38.020748465591225,0,2022,202207,,Epitaciolândia,Alto Acre
AC,120025,8,32.589212970506765,0,2022,202208,,Epitaciolândia,Alto Acre
AC,120025,9,81.47303242626691,0,2022,202209,,Epitaciolândia,Alto Acre
AC,120025,10,32.589212970506765,0,2022,202210,,Epitaciolândia,Alto Acre
AC,120025,11,27.1576774754223,0,2022,202211,,Epitaciolândia,Alto Acre
AC,120025,12,10.863070990168922,0,2022,202212,,Epitaciolândia,Alto Acre
AC,120025,13,32.589212970506765,0,2022,202213,,Epitaciolândia,Alto Acre
AC,120025,14,21.726141980337843,0,2022,202214,,Epitaciolândia,Alto Acre
AC,120025,15,32.589212970506765,0,2022,202215,,Epitaciolândia,Alto Acre
AC,120025,16,27.1576774754223,0,2022,202216,,Epitaciolândia,Alto Acre
AC,120025,17,27.1576774754223,0,2022,202217,,Epitaciolândia,Alto Acre
AC,120025,19,27.1576774754223,0,2022,202219,,Epitaciolândia,Alto Acre
AC,120025,20,5.431535495084461,0,2022,202220,,Epitaciolândia,Alto Acre
AC,120025,21,32.589212970506765,0,2022,202221,,Epitaciolândia,Alto Acre
AC,120025,22,16.294606485253382,0,2022,202222,,Epitaciolândia,Alto Acre
AC,120025,23,5.431535495084461,0,2022,202223,,Epitaciolândia,Alto Acre
AC,120025,24,5.431535495084461,0,2022,202224,,Epitaciolândia,Alto Acre
AC,120025,26,16.294606485253382,0,2022,202226,,Epitaciolândia,Alto Acre
AC,120025,27,10.863070990168922,0,2022,202227,,Epitaciolândia,Alto Acre
AC,120025,28,5.431535495084461,0,2022,202228,,Epitaciolândia,Alto Acre
AC,120025,29,5.431535495084461,0,2022,202229,,Epitaciolândia,Alto Acre
AC,120025,30,5.431535495084461,0,2022,202230,,Epitaciolândia,Alto Acre
AC,120025,33,5.431535495084461,0,2022,202233,,Epitaciolândia,Alto Acre
AC,120025,35,10.863070990168922,0,2022,202235,,Epitaciolândia,Alto Acre
AC,120025,36,10.863070990168922,0,2022,202236,,Epitaciolândia,Alto Acre
AC,120025,37,10.863070990168922,0,2022,202237,,Epitaciolândia,Alto Acre
AC,120025,38,5.431535495084461,0,2022,202238,,Epitaciolândia,Alto Acre
AC,120025,39,5.431535495084461,0,2022,202239,,Epitaciolândia,Alto Acre
AC,120025,43,10.863070990168922,0,2022,202243,,Epitaciolândia,Alto Acre
AC,120025,44,5.431535495084461,0,2022,202244,,Epitaciolândia,Alto Acre
AC,120025,46,5.431535495084461,0,2022,202246,,Epitaciolândia,Alto Acre
AC,120025,47,10.863070990168922,0,2022,202247,,Epitaciolândia,Alto Acre
AC,120025,48,27.1576774754223,0,2022,202248,,Epitaciolândia,Alto Acre
AC,120025,51,5.431535495084461,0,2022,202251,,Epitaciolândia,Alto Acre
AC,120025,52,5.431535495084461,0,2022,202252,,Epitaciolândia,Alto Acre
AC,120025,53,103.19917440660474,0,2022,202253,,Epitaciolândia,Alto Acre
AC,120030,1,8.625646923519264,0,2022,202201,,Feijó,Juruá e Tarauacá/Envira
AC,120030,2,71.8803910293272,0,2022,202202,,Feijó,Juruá e Tarauacá/Envira
AC,120030,3,83.38125359401955,0,2022,202203,,Feijó,Juruá e Tarauacá/Envira
AC,120030,4,77.63082231167337,0,2022,202204,,Feijó,Juruá e Tarauacá/Envira
AC,120030,5,69.00517538815411,0,2022,202205,,Feijó,Juruá e Tarauacá/Envira
AC,120030,6,63.25474410580794,0,2022,202206,,Feijó,Juruá e Tarauacá/Envira
AC,120030,7,63.25474410580794,0,2022,202207,,Feijó,Juruá e Tarauacá/Envira
AC,120030,8,31.62737205290397,0,2022,202208,,Feijó,Juruá e Tarauacá/Envira
AC,120030,9,40.25301897642324,0,2022,202209,,Feijó,Juruá e Tarauacá/Envira
AC,120030,10,40.25301897642324,0,2022,202210,,Feijó,Juruá e Tarauacá/Envira
AC,120030,11,37.37780333525014,0,2022,202211,,Feijó,Juruá e Tarauacá/Envira
AC,120030,12,8.625646923519264,0,2022,202212,,Feijó,Juruá e Tarauacá/Envira
AC,120030,13,5.750431282346176,0,2022,202213,,Feijó,Juruá e Tarauacá/Envira
AC,120030,14,2.875215641173088,0,2022,202214,,Feijó,Juruá e Tarauacá/Envira
AC,120030,16,2.875215641173088,0,2022,202216,,Feijó,Juruá e Tarauacá/Envira
AC,120030,17,8.625646923519264,0,2022,202217,,Feijó,Juruá e Tarauacá/Envira
AC,120030,21,2.875215641173088,0,2022,202221,,Feijó,Juruá e Tarauacá/Envira
AC,120030,25,2.875215641173088,0,2022,202225,,Feijó,Juruá e Tarauacá/Envira
AC,120030,27,8.625646923519264,0,2022,202227,,Feijó,Juruá e Tarauacá/Envira
AC,120030,29,5.750431282346176,0,2022,202229,,Feijó,Juruá e Tarauacá/Envira
AC,120030,31,2.875215641173088,0,2022,202231,,Feijó,Juruá e Tarauacá/Envira
AC,120030,33,2.875215641173088,0,2022,202233,,Feijó,Juruá e Tarauacá/Envira
AC,120030,35,14.37607820586544,0,2022,202235,,Feijó,Juruá e Tarauacá/Envira
AC,120030,36,25.87694077055779,0,2022,202236,,Feijó,Juruá e Tarauacá/Envira
AC,120030,37,37.37780333525014,0,2022,202237,,Feijó,Juruá e Tarauacá/Envira
AC,120030,38,69.00517538815411,0,2022,202238,,Feijó,Juruá e Tarauacá/Envira
AC,120030,39,51.75388154111558,0,2022,202239,,Feijó,Juruá e Tarauacá/Envira
AC,120030,40,48.8786658999425,0,2022,202240,,Feijó,Juruá e Tarauacá/Envira
AC,120030,41,37.37780333525014,0,2022,202241,,Feijó,Juruá e Tarauacá/Envira
AC,120030,42,46.003450258769405,0,2022,202242,,Feijó,Juruá e Tarauacá/Envira
AC,120030,43,17.25129384703853,0,2022,202243,,Feijó,Juruá e Tarauacá/Envira
AC,120030,44,20.126509488211617,0,2022,202244,,Feijó,Juruá e Tarauacá/Envira
AC,120030,45,25.87694077055779,0,2022,202245,,Feijó,Juruá e Tarauacá/Envira
AC,120030,46,37.37780333525014,0,2022,202246,,Feijó,Juruá e Tarauacá/Envira
AC,120030,47,14.37607820586544,0,2022,202247,,Feijó,Juruá e Tarauacá/Envira
AC,120030,48,5.750431282346176,0,2022,202248,,Feijó,Juruá e Tarauacá/Envira
AC,120030,49,2.875215641173088,0,2022,202249,,Feijó,Juruá e Tarauacá/Envira
AC,120030,52,2.875215641173088,0,2022,202252,,Feijó,Juruá e Tarauacá/Envira
AC,120030,53,14.37607820586544,0,2022,202253,,Feijó,Juruá e Tarauacá/Envira
AC,120032,3,12.023566189731875,0,2022,202203,,Jordão,Baixo Acre e Purus
AC,120032,6,12.023566189731875,0,2022,202206,,Jordão,Baixo Acre e Purus
AC,120033,1,31.61722084628761,0,2022,202201,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,2,47.42583126943141,0,2022,202202,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,3,15.808610423143806,0,2022,202203,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,4,31.61722084628761,0,2022,202204,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,5,89.58212573114824,0,2022,202205,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,6,57.964904884860616,0,2022,202206,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,7,79.04305211571902,0,2022,202207,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,8,52.69536807714602,0,2022,202208,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,9,79.04305211571902,0,2022,202209,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,10,57.964904884860616,0,2022,202210,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,11,94.85166253886284,0,2022,202211,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,12,52.69536807714602,0,2022,202212,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,13,42.15629446171682,0,2022,202213,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,14,47.42583126943141,0,2022,202214,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,15,36.88675765400222,0,2022,202215,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,16,31.61722084628761,0,2022,202216,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,17,21.07814723085841,0,2022,202217,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,18,15.808610423143806,0,2022,202218,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,19,31.61722084628761,0,2022,202219,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,20,21.07814723085841,0,2022,202220,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,21,42.15629446171682,0,2022,202221,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,22,15.808610423143806,0,2022,202222,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,23,5.269536807714602,0,2022,202223,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,24,15.808610423143806,0,2022,202224,,Mâncio Lima,Juruá e Tarauacá/Envira
AC,120033,25,10.539073615429205,0,2022,202225,,Mâncio Lima,Juruá e Tarauacá/Envira
